"id","round_number","participant_id","theme_selection","article","mid_questionnaire","timestamp"
297,3,73,NA,"{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""4""}","2025-06-24 14:10:16.530230"
298,3,78,NA,"{""selected_article_id"": 4, ""selected_article_title"": ""Colorado officials react to assassination of Minnesota lawmaker and her husband"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:07:04.562318"
299,3,36,NA,"{""selected_article_id"": 9, ""selected_article_title"": ""Donald Trump stunt proves FIFA is happy to play politics when it suits"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label""], ""trust_article"": ""7"", ""trust_image"": ""6""}","2025-06-24 14:08:24.570014"
300,3,80,NA,"{""selected_article_id"": 7, ""selected_article_title"": ""Taking on Israel's greatest foe has banished Netanyahu's political troubles in an instant"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""2""}","2025-06-24 14:08:10.691864"
301,2,82,NA,"{""selected_article_id"": 59, ""selected_article_title"": ""Bay Area malls drawing customers back with interactive entertainment"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:08:50.050973"
302,2,83,NA,"{""selected_article_id"": 46, ""selected_article_title"": ""Videos show aftermath of Iranian strikes in Israel"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:08:57.921189"
303,1,84,"{""selected_article_id"": 11, ""selected_article_title"": ""We Encourage Political Violence When We Look the Other Way"", ""selected_article_category"": ""politics"", ""condition"": ""nolabel""}","{""selected_article_id"": 7, ""selected_article_title"": ""Taking on Israel's greatest foe has banished Netanyahu's political troubles in an instant"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:12:14.342221"
304,3,83,NA,"{""selected_article_id"": 38, ""selected_article_title"": ""Taiwan adds China's Huawei, SMIC to export control list"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:10:22.318644"
305,2,76,NA,"{""selected_article_id"": 23, ""selected_article_title"": ""Euro 2028 among events to benefit as UK govt pledges $1.2 billion investment in sport"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-24 14:10:29.535374"
306,1,86,"{""selected_article_id"": 43, ""selected_article_title"": ""Arlington Cemetery wreath laying begins Army 250th birthday"", ""selected_article_category"": ""technology"", ""condition"": ""no_color""}","{""selected_article_id"": 46, ""selected_article_title"": ""Videos show aftermath of Iranian strikes in Israel"", ""selected_article_had_label"": false, ""label_explained"": true}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""7""}","2025-06-24 14:11:17.995561"
307,3,82,NA,"{""selected_article_id"": 70, ""selected_article_title"": ""Raducanu not satisfied with level at Queen's after quarter-final exit"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""5""}","2025-06-24 14:11:23.145508"
308,1,85,"{""selected_article_id"": 28, ""selected_article_title"": ""Lawmaker unveils Riley Gaines-backed bill targeting transgender military academy students"", ""selected_article_category"": ""sports"", ""condition"": ""color""}","{""selected_article_id"": 16, ""selected_article_title"": ""Whoopi Goldberg puts global spotlight on women's sports, athletes with All Women's Sports Network"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:15:30.243454"
309,3,76,NA,"{""selected_article_id"": 18, ""selected_article_title"": ""Maine legislature rejects bill to keep trans athletes out of girls' sports amid growing conflict on issue"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Image label"", ""Topic""], ""trust_article"": ""7"", ""trust_image"": ""7""}","2025-06-24 14:13:21.053926"
310,2,86,NA,"{""selected_article_id"": 41, ""selected_article_title"": ""Honda conducts surprise reusable rocket test, aims spaceflight by 2029"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-24 14:13:36.093951"
311,3,86,NA,"{""selected_article_id"": 50, ""selected_article_title"": ""Apple eyes using AI to design its chips, technology executive says"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 14:13:54.842596"
312,2,81,NA,"{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:14:49.622780"
313,1,87,"{""selected_article_id"": 23, ""selected_article_title"": ""Euro 2028 among events to benefit as UK govt pledges $1.2 billion investment in sport"", ""selected_article_category"": ""sports"", ""condition"": ""nolabel""}","{""selected_article_id"": 21, ""selected_article_title"": ""Fox expands sports broadcast rights with Caliente TV acquisition in Mexico"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""5"", ""trust_image"": ""6""}","2025-06-24 14:16:55.865552"
314,2,84,NA,"{""selected_article_id"": 4, ""selected_article_title"": ""Colorado officials react to assassination of Minnesota lawmaker and her husband"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:16:19.043035"
315,1,88,"{""selected_article_id"": 15, ""selected_article_title"": ""Democratic leaders accuse Trump of legitimizing political violence that led to Minnesota shootings"", ""selected_article_category"": ""politics"", ""condition"": ""color""}","{""selected_article_id"": 8, ""selected_article_title"": ""ASRA NOMANI: The $2.1 billion machine behind 'spontaneous' anti-Trump protests"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""3"", ""trust_image"": ""4""}","2025-06-24 14:18:07.799340"
316,3,81,NA,"{""selected_article_id"": 10, ""selected_article_title"": ""Once known for civility, Minnesota succumbs to spread of political violence"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Image label"", ""Headline"", ""Topic""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-24 14:16:57.421710"
317,2,85,NA,"{""selected_article_id"": 29, ""selected_article_title"": ""It's time for sports to take a stand against Trump's excesses"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Topic""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 14:16:52.960551"
319,2,87,NA,"{""selected_article_id"": 25, ""selected_article_title"": ""Laying claim to the lake: UC Davis athletes will sport Tahoe-themed uniforms"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 14:17:20.721222"
320,3,87,NA,"{""selected_article_id"": 33, ""selected_article_title"": ""Welcome to cricket coverage from The Athletic"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Image label""], ""trust_article"": ""5"", ""trust_image"": ""6""}","2025-06-24 14:17:40.282365"
321,3,84,NA,"{""selected_article_id"": 5, ""selected_article_title"": ""What motivated the Minnesota lawmaker shooting suspect is unclear, so are his politics"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:18:05.678349"
322,3,85,NA,"{""selected_article_id"": 18, ""selected_article_title"": ""Maine legislature rejects bill to keep trans athletes out of girls' sports amid growing conflict on issue"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""2"", ""trust_image"": ""3""}","2025-06-24 14:18:32.589734"
326,2,88,NA,"{""selected_article_id"": 11, ""selected_article_title"": ""We Encourage Political Violence When We Look the Other Way"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:19:49.524681"
328,3,88,NA,"{""selected_article_id"": 5, ""selected_article_title"": ""What motivated the Minnesota lawmaker shooting suspect is unclear, so are his politics"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:20:26.400632"
329,1,90,"{""selected_article_id"": 54, ""selected_article_title"": ""Fox News Entertainment Newsletter: Brad Pitt talks mistakes, Billy Idol nearly died from drug overdose"", ""selected_article_category"": ""entertainment"", ""condition"": ""color""}","{""selected_article_id"": 59, ""selected_article_title"": ""Bay Area malls drawing customers back with interactive entertainment"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""4"", ""trust_image"": ""4""}","2025-06-24 14:23:07.243251"
330,1,91,"{""selected_article_id"": 64, ""selected_article_title"": ""Chloe Kelly grants Arsenal period of exclusivity for permanent transfer talks"", ""selected_article_category"": ""entertainment"", ""condition"": ""no_color""}","{""selected_article_id"": 58, ""selected_article_title"": ""US toymaker MGA criticised by UK court for 'retaliatory' action against startup"", ""selected_article_had_label"": true, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 14:21:56.348499"
331,1,89,"{""selected_article_id"": 3, ""selected_article_title"": ""Massachusetts lawmakers condemn political shootings in Minnesota as \""horrific\"""", ""selected_article_category"": ""politics"", ""condition"": ""nolabel""}","{""selected_article_id"": 5, ""selected_article_title"": ""What motivated the Minnesota lawmaker shooting suspect is unclear, so are his politics"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture"", ""Headline"", ""Topic""], ""trust_article"": ""4"", ""trust_image"": ""7""}","2025-06-24 14:26:05.140154"
332,2,91,NA,"{""selected_article_id"": 53, ""selected_article_title"": ""Fox News Entertainment Newsletter: Henry Winkler's kind move, 'Little House on the Prairie' alum's confession"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Picture""], ""trust_article"": ""5"", ""trust_image"": ""5""}","2025-06-24 14:22:15.621042"
333,3,91,NA,"{""selected_article_id"": 65, ""selected_article_title"": ""A Messy Business Divorce Plays Out on the Beaches of Cannes"", ""selected_article_had_label"": false, ""label_explained"": false}","{""selected_elements"": [""Headline""], ""trust_article"": ""6"", ""trust_image"": ""6""}","2025-06-24 14:22:30.333675"
